key,city,country,variant,pattern,instance_seed,n_customers,n_stations,n_energy_pairs,n_negative_energy,n_positive_energy,n_excluded_from_ratio,fraction_negative_energy_arcs,e_ref_kwh_per_km,median_energy_ratio,mean_energy_ratio,P95_energy_ratio,median_energy_delta_kwh,median_energy_delta_percent,median_road_intensity_kwh_per_km,n_ratio_pairs,v_ref_mps,v_ref_kmh
Casablanca|classic_evrptw|c|80|20|10001,Casablanca,Morocco,classic_evrptw,c,10001,80,20,10100,147,9953,147,0.014554455445544555,0.09812507756651283,1.1753765210674376,1.3594221164438274,2.3408755437007467,0.13467909810105905,17.537652106743753,0.09812507756651283,9953,11.313137824114964,40.72729616681387
Casablanca|classic_evrptw|c|80|20|10002,Casablanca,Morocco,classic_evrptw,c,10002,80,20,10100,154,9946,154,0.015247524752475247,0.096551641250392,1.1667337537776423,1.273597912548233,2.2233589132929117,0.1327449290239282,16.67337537776423,0.096551641250392,9946,11.465907835027393,41.27726820609861
Casablanca|classic_evrptw|c|80|20|10003,Casablanca,Morocco,classic_evrptw,c,10003,80,20,10100,157,9943,157,0.015544554455445544,0.09673740180936678,1.1591271034811528,1.2671036034491705,2.1432083793044208,0.06574681662801929,15.912710348115283,0.09673740180936678,9943,11.077391585239607,39.87860970686258
Casablanca|classic_evrptw|c|80|20|10004,Casablanca,Morocco,classic_evrptw,c,10004,80,20,10100,185,9915,185,0.018316831683168316,0.09706184209945985,1.1730624931371942,1.282990953655568,2.3113944965384814,0.13305069426610752,17.306249313719427,0.09706184209945985,9915,11.507536819379538,41.42713254976634
Casablanca|classic_evrptw|c|80|20|10005,Casablanca,Morocco,classic_evrptw,c,10005,80,20,10100,112,9988,112,0.011089108910891089,0.09333833460998812,1.1586869587331479,1.2725154062624846,2.00689450365354,0.10116066898427041,15.868695873314786,0.09333833460998812,9988,11.421807876241377,41.11850835446896
Casablanca|classic_evrptw|c|80|20|10006,Casablanca,Morocco,classic_evrptw,c,10006,80,20,10100,114,9986,114,0.011287128712871287,0.09538095523894358,1.1712229140052302,1.3192835576513287,2.2759856897349047,0.11727691880285546,17.122291400523018,0.09538095523894358,9986,10.856834959554682,39.084605854396855
Casablanca|classic_evrptw|c|80|20|10007,Casablanca,Morocco,classic_evrptw,c,10007,80,20,10100,125,9975,125,0.012376237623762377,0.09419356244181337,1.1777774036320032,1.2948727729381964,2.2568418811954625,0.07983129133743345,17.77774036320033,0.09419356244181337,9975,11.093058474705197,39.93501050893871
Casablanca|classic_evrptw|c|80|20|10008,Casablanca,Morocco,classic_evrptw,c,10008,80,20,10100,118,9982,118,0.011683168316831683,0.09340359809231571,1.187978219850378,1.3498184712716421,2.324041869140437,0.11641085420337749,18.797821985037814,0.09340359809231571,9982,11.007024602063355,39.62528856742808
Casablanca|classic_evrptw|c|80|20|10009,Casablanca,Morocco,classic_evrptw,c,10009,80,20,10100,148,9952,148,0.014653465346534653,0.09544870046601489,1.1649410247455514,1.280529685448007,2.2004313628526875,0.08430933346808284,16.494102474555145,0.09544870046601489,9952,10.696560936492416,38.5076193713727
Casablanca|classic_evrptw|c|80|20|10010,Casablanca,Morocco,classic_evrptw,c,10010,80,20,10100,110,9990,110,0.01089108910891089,0.09374057236993871,1.1593437973077805,1.2566310860686496,1.9871428294397706,0.10744714138395842,15.93437973077806,0.09374057236993871,9990,11.254769558442923,40.51717041039453
