key,city,country,variant,pattern,instance_seed,n_customers,n_stations,valid_pair_count,duplicate_pair_count,n_service,mean_ratio,median_ratio,std_ratio,P10,P25,P75,P90,P95,P99,maximum,mean_absolute_extra_km,median_absolute_extra_km,median_pct_extra
Casablanca|classic_evrptw|c|80|20|10001,Casablanca,Morocco,classic_evrptw,c,10001,80,20,10100,0,101,1.3580506622087247,1.179135717882097,1.311965025302524,1.104527648973478,1.132133154344719,1.278095799955425,1.4941073378760066,1.9659887982369157,4.20415323539748,71.06289663483294,1.9810733778356828,1.7797400328747217,17.913571788209683
Casablanca|classic_evrptw|c|80|20|10002,Casablanca,Morocco,classic_evrptw,c,10002,80,20,10100,0,101,1.3011901276581825,1.1694445755777312,0.8192850385172422,1.0751134258231632,1.1148580317130827,1.2591285117289397,1.4398883302841001,1.9047698817552543,3.6787676988827265,47.67922314388322,1.8070637363118087,1.6756327621694929,16.944457557773113
Casablanca|classic_evrptw|c|80|20|10003,Casablanca,Morocco,classic_evrptw,c,10003,80,20,10100,0,101,1.2815955642781012,1.1894678713724585,0.488105856357866,1.1017901679869575,1.1422291024123288,1.2542849553885063,1.3759121844391105,1.7189054509681136,3.1536035997340175,16.2415859103936,1.71300659008973,1.7041573447286573,18.946787137245845
Casablanca|classic_evrptw|c|80|20|10004,Casablanca,Morocco,classic_evrptw,c,10004,80,20,10100,0,101,1.3205045110808549,1.1728508731127993,0.8255688169752804,1.1071883581933581,1.1371558540035767,1.2442088416056951,1.4741725561267625,2.019386442977892,3.8572019202740013,47.67922314388322,1.9072477427518286,1.6658128475139407,17.28508731127993
Casablanca|classic_evrptw|c|80|20|10005,Casablanca,Morocco,classic_evrptw,c,10005,80,20,10100,0,101,1.2749675226313864,1.1753270888268261,0.6128162455714014,1.0884546263531767,1.1241126575100417,1.258367115177619,1.4079746297188553,1.663851445308708,3.0923850711773264,23.116386347146513,1.7705609976945293,1.5658905479345762,17.532708882682623
Casablanca|classic_evrptw|c|80|20|10006,Casablanca,Morocco,classic_evrptw,c,10006,80,20,10100,0,101,1.3168471569418596,1.2126569984970201,0.5762143691984015,1.100666526114484,1.1533128651580102,1.3026874804102926,1.4245900189364307,1.7811842691664483,3.4233695161365416,16.04528890720218,1.996880322534743,1.9511102829307825,21.265699849702028
Casablanca|classic_evrptw|c|80|20|10007,Casablanca,Morocco,classic_evrptw,c,10007,80,20,10100,0,101,1.2881918013312588,1.178748648088149,0.5541950162286148,1.0989267492196733,1.127669383046634,1.2842581712713534,1.4168941961432506,1.6960542799268596,3.4814117395362154,17.93055958850086,1.6892434534527383,1.5937301522144207,17.87486480881491
Casablanca|classic_evrptw|c|80|20|10008,Casablanca,Morocco,classic_evrptw,c,10008,80,20,10100,0,101,1.3320265822463266,1.211361136087757,0.717047462441692,1.0984587911655255,1.1506429786326329,1.2873646653988677,1.4393202881440248,1.8314241507149565,3.990475009644674,23.116386347146513,1.9908499233566619,1.9690278781774946,21.13611360877569
Casablanca|classic_evrptw|c|80|20|10009,Casablanca,Morocco,classic_evrptw,c,10009,80,20,10100,0,101,1.2646254476992225,1.178506515435891,0.5367516243458677,1.101386493918004,1.1331633478268281,1.2732548525323983,1.4056180874063426,1.5707584903234166,2.875841943286931,36.10011067446746,1.8200214309782667,1.7939140617410603,17.850651543589088
Casablanca|classic_evrptw|c|80|20|10010,Casablanca,Morocco,classic_evrptw,c,10010,80,20,10100,0,101,1.2557174344603803,1.1836150059389383,0.4458408553126155,1.0884293242892742,1.1300742204167968,1.2493420127740515,1.3896579477513644,1.5683866532754593,2.7863788245641024,23.116386347146513,1.728509752962513,1.486331949526876,18.361500593893822
